ID,E1,A2,C3R,N4R,O5R,E6,A7,C8R,N9R,O10,E11R,A12R,C13,N14,O15,E16R,A17R,C18,N19,O20,E21,A22R,C23R,N24R,O25R,E26R,A27,C28R,N29R,O30R,E31R,A32,C33,N34,O35,E36R,A37R,C38,N39,O40,E41,A42R,C43,N44R,O45R,E46,A47R,C48R,N49R,O50R,E51R,A52,C53,N54,O55R,E56,A57,C58R,N59,O60
766,4,5,2,2,2,2,5,1,4,3,2,3,5,2,3,2,1,4,4,4,4,1,2,4,2,2,4,2,3,3,4,4,3,4,4,3,2,4,2,4,4,4,4,2,2,2,1,2,2,1,4,4,5,2,4,5,3,1,2,2
767,2,4,2,2,5,4,3,4,2,4,2,4,4,4,2,2,4,4,4,4,1,4,4,1,1,2,2,2,2,5,2,2,2,4,3,2,4,4,3,4,3,4,4,2,4,4,4,2,2,2,5,3,2,4,4,4,2,2,4,2
768,1,4,4,2,1,1,5,4,3,5,2,2,4,4,4,5,2,2,4,5,1,1,4,4,2,2,3,2,3,2,5,2,2,4,5,4,2,3,4,4,3,2,4,3,2,1,3,4,1,1,5,4,3,4,1,4,4,2,4,2
769,5,4,2,3,1,4,4,2,5,5,1,5,4,3,5,2,2,5,4,5,4,1,2,4,2,2,1,2,4,1,3,3,4,3,5,2,4,5,2,4,4,5,4,4,1,2,4,1,3,3,1,4,5,2,2,4,1,4,3,5
770,1,3,5,3,4,1,4,4,2,5,5,1,4,5,4,5,3,2,5,1,1,1,5,1,5,5,3,4,2,2,5,3,2,5,3,4,4,3,4,5,1,5,4,4,3,1,4,5,1,5,5,3,4,5,5,1,1,3,3,3
771,4,5,4,1,1,5,4,4,2,5,2,5,2,4,4,4,1,4,5,5,4,5,5,2,1,4,1,4,2,1,4,4,4,4,5,2,4,4,4,5,1,4,2,4,1,4,4,2,1,1,2,4,2,4,1,2,2,4,4,4
772,3,5,1,2,1,4,5,3,2,5,1,2,5,3,4,4,1,5,4,5,3,1,4,4,3,2,4,1,3,1,5,5,5,4,5,2,1,5,4,5,2,2,5,3,1,4,1,1,1,2,3,5,5,5,1,2,4,1,4,5
773,4,4,1,4,1,4,4,2,3,5,2,5,5,2,5,2,1,4,4,5,4,4,2,5,1,2,2,1,4,1,3,4,4,4,5,2,4,4,2,5,4,4,5,4,1,3,3,1,3,2,2,4,5,2,1,3,2,1,2,5
774,2,5,4,1,5,4,4,4,4,3,4,2,5,4,1,4,1,2,5,1,2,1,5,1,5,5,4,2,1,5,4,4,4,5,1,4,4,2,4,1,1,3,5,1,1,4,1,1,1,5,5,5,4,4,5,2,3,2,4,1
775,4,5,3,1,2,1,5,5,2,4,3,4,5,4,4,5,1,2,4,4,1,1,2,3,1,4,5,4,2,1,4,4,1,5,4,2,2,5,5,5,2,2,5,4,1,2,1,4,1,1,2,4,4,4,1,3,4,3,4,5
776,4,4,1,5,4,4,5,1,5,5,1,1,5,2,4,2,2,5,1,2,4,1,2,5,2,1,4,2,5,3,1,4,5,1,4,3,1,5,1,4,4,1,5,5,2,4,2,1,5,4,2,5,4,1,2,4,5,1,1,3
777,5,4,1,5,4,5,5,1,5,4,1,1,5,1,3,1,1,3,1,2,4,1,1,5,2,2,5,1,5,2,1,5,5,1,2,2,1,5,1,4,5,2,5,5,2,5,1,1,5,5,2,5,5,1,4,5,4,1,2,4
778,4,4,2,5,2,2,5,1,4,3,1,1,5,1,4,3,4,4,2,5,2,2,1,1,1,1,4,1,4,2,3,5,5,2,5,1,1,5,1,5,5,5,5,5,1,2,2,2,4,1,2,5,5,1,4,5,5,2,1,4
779,4,3,3,3,3,4,5,5,2,3,4,2,4,3,4,3,3,3,4,2,3,3,2,3,4,3,5,3,3,1,1,2,3,4,3,4,2,4,3,4,5,3,2,4,3,3,3,4,3,4,4,4,5,5,2,3,4,3,5,3
780,4,5,1,4,2,1,5,4,5,4,2,1,4,1,5,2,1,5,4,4,2,1,4,4,2,4,5,2,5,2,2,5,5,4,4,4,1,4,1,4,2,2,4,5,4,4,1,1,3,4,4,5,4,1,2,2,5,2,1,4
781,4,4,2,4,3,3,2,3,3,3,3,3,3,4,2,3,2,3,2,3,3,4,3,3,3,3,3,2,4,2,3,2,3,2,4,4,2,4,3,4,4,3,3,3,4,3,3,3,4,2,3,3,4,2,1,3,4,2,3,4
782,3,4,1,4,2,3,5,2,4,4,2,4,5,4,4,3,4,5,4,5,3,2,4,1,4,2,1,1,2,1,2,4,5,4,5,2,3,4,4,3,4,5,5,2,2,4,3,1,4,1,3,4,4,4,5,2,1,1,5,4
783,4,4,5,4,1,2,4,5,1,5,2,2,3,2,5,3,2,1,4,5,2,4,4,1,1,2,4,4,2,1,4,3,1,5,5,4,4,3,5,5,2,3,3,4,1,4,4,5,1,1,4,3,4,5,1,4,3,4,2,5
784,2,5,4,3,4,4,5,4,2,5,2,2,4,5,4,5,5,5,2,4,2,1,2,2,2,3,5,4,2,2,5,5,4,4,4,5,2,4,5,5,2,2,5,4,2,2,4,2,2,3,4,5,4,3,2,4,5,4,2,4
785,2,4,2,3,3,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,2,2,3,3,2,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,2,4,2,3,3,3,3,3,3,2,3,2,3,3,3
786,3,1,4,3,1,2,3,5,1,5,4,5,1,5,4,4,2,3,2,5,3,1,5,1,1,5,5,5,1,1,4,1,1,2,4,3,2,3,5,5,1,4,1,1,1,2,5,4,4,3,3,4,2,5,1,1,3,5,4,5
787,2,5,4,1,1,1,5,5,1,5,2,5,2,5,2,4,1,2,5,5,1,1,5,2,4,5,3,5,1,1,5,3,1,5,5,5,3,2,5,4,1,5,3,2,1,3,1,5,1,1,5,5,1,5,3,1,1,4,5,3
788,5,4,1,5,3,4,5,1,5,5,2,1,5,1,3,2,4,4,4,4,4,1,1,5,1,1,5,1,5,3,2,5,5,3,3,3,1,5,1,4,4,1,5,5,2,4,1,1,5,2,3,5,4,1,2,4,5,1,1,4
789,4,4,3,2,3,4,3,3,4,4,3,3,4,4,4,3,2,4,4,4,4,3,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,3,2,3,3,3,4,3,3,3,3,3,4,3
790,3,5,1,4,1,3,5,1,5,5,2,1,5,4,4,5,1,5,4,5,4,1,2,5,5,1,4,1,4,1,5,4,5,4,5,1,2,5,4,5,2,1,5,4,1,2,1,1,1,1,1,5,5,4,1,3,5,2,4,5
791,1,4,2,2,3,3,4,5,2,3,2,3,1,5,1,5,2,4,4,3,1,2,5,2,3,5,4,3,1,5,5,3,4,4,3,3,4,1,5,3,1,5,1,2,4,1,4,3,2,4,5,4,1,5,3,1,1,4,5,1
792,2,2,2,5,3,5,5,2,4,5,5,4,4,3,5,5,4,4,5,4,5,4,3,4,1,4,1,2,5,2,4,4,4,5,4,1,3,5,2,5,3,5,4,5,1,2,4,1,5,2,1,5,5,3,2,2,1,4,1,5
793,5,4,4,2,1,4,4,4,2,5,1,4,5,4,3,2,4,5,4,4,5,4,2,5,2,2,2,2,1,1,4,2,4,5,4,4,5,4,5,4,5,2,5,2,1,5,2,1,1,1,2,4,5,4,1,5,3,2,4,5
794,2,4,4,1,5,2,4,5,1,5,4,5,2,4,4,3,1,4,5,4,2,4,5,1,4,5,4,3,2,1,4,4,3,5,3,3,4,1,5,3,1,4,4,2,1,5,2,2,1,5,4,4,1,5,2,2,1,3,3,4
795,4,4,1,3,4,3,5,4,2,3,2,4,5,3,2,5,3,4,2,2,2,4,5,2,4,4,4,4,4,4,5,4,5,4,3,3,5,5,3,2,4,5,5,5,2,4,4,1,4,4,4,4,4,2,4,4,2,2,2,3
796,4,4,2,2,2,4,4,5,2,4,2,5,5,4,2,2,2,4,4,5,4,2,2,4,1,5,1,2,2,4,4,4,4,5,5,4,2,4,2,4,2,5,4,2,1,5,4,2,1,2,3,4,4,2,2,2,1,2,4,2
797,5,3,1,5,2,3,4,1,5,5,2,4,5,1,5,1,3,4,1,3,4,2,1,5,1,1,2,1,5,2,1,5,4,1,3,3,3,5,1,4,5,4,5,5,1,5,3,1,5,4,3,3,5,1,1,4,1,1,1,5
798,2,5,2,4,4,4,5,1,4,5,4,4,5,1,4,4,1,5,4,4,4,2,2,4,5,4,5,1,5,2,5,5,4,4,2,4,2,5,1,4,2,5,5,5,1,2,1,1,2,4,4,5,5,1,2,2,4,1,1,4
799,4,4,5,4,1,5,5,5,4,5,3,3,3,3,5,1,3,3,4,5,4,4,5,4,2,4,5,2,4,1,2,3,1,1,5,3,4,4,2,4,2,4,3,3,2,5,3,4,3,1,1,4,2,1,1,3,2,5,2,4
800,2,5,4,5,2,2,5,4,5,4,4,2,5,1,4,5,2,2,1,4,1,2,2,5,2,4,5,4,5,2,4,5,2,1,4,2,4,5,2,4,2,4,5,5,2,1,4,2,4,1,5,5,5,2,2,2,2,4,1,4
801,2,4,1,2,4,1,5,4,4,5,1,2,4,4,3,4,1,4,4,5,3,1,4,4,1,3,4,2,3,4,4,5,4,5,3,2,1,4,2,4,4,1,5,4,1,2,1,1,1,1,2,5,4,2,3,4,5,1,3,2
802,3,4,2,3,3,4,5,3,3,5,2,5,5,2,4,3,4,4,4,5,3,2,1,5,1,2,4,4,4,2,4,5,4,4,4,2,4,5,2,4,3,2,5,4,1,4,4,3,2,1,3,5,5,1,1,4,5,2,2,4
803,5,5,2,3,1,4,5,2,4,5,1,1,5,1,4,2,1,3,2,5,4,1,2,5,1,2,5,1,4,1,2,5,3,2,5,2,1,4,1,4,4,1,5,4,1,4,1,2,2,1,2,5,5,2,2,4,4,1,1,4
804,1,4,1,2,1,2,5,1,1,5,2,4,5,4,4,4,1,4,4,5,1,1,1,1,1,1,1,1,2,1,5,5,5,5,5,3,4,5,5,4,2,5,5,2,1,2,2,1,1,1,4,4,5,5,1,2,1,1,4,5
805,2,4,5,1,1,1,5,5,1,4,3,4,5,4,3,4,5,3,5,3,1,1,5,2,3,4,2,4,1,1,5,4,2,5,4,3,1,2,4,4,1,5,5,5,1,4,3,4,1,2,5,5,3,4,3,2,2,2,3,4
806,4,5,3,5,1,1,5,4,4,5,1,3,4,3,2,5,1,4,3,5,2,1,3,4,2,4,5,4,3,2,5,4,4,4,5,5,2,4,3,3,4,1,4,4,2,4,1,3,2,2,5,5,4,2,4,4,5,1,3,3
807,2,2,2,4,4,5,4,4,4,4,4,4,4,2,4,5,4,4,4,3,4,4,4,4,1,3,2,2,4,4,5,4,2,3,4,3,4,4,2,5,3,4,4,4,2,1,4,4,4,5,2,4,4,3,3,2,2,3,2,2
808,4,4,2,2,2,3,3,3,2,4,5,3,3,4,4,3,3,3,4,4,3,5,5,3,2,4,3,1,3,4,2,4,3,3,4,5,4,3,4,2,5,4,4,4,5,3,3,5,3,3,4,4,3,3,3,2,5,3,5,3
809,3,3,4,2,1,4,4,3,1,5,1,4,4,5,5,1,2,4,5,5,4,4,2,4,1,4,4,4,1,1,2,3,1,5,5,4,5,4,4,4,4,4,4,2,1,5,2,4,1,1,4,4,4,4,2,5,2,4,5,5
810,2,3,3,5,1,3,5,2,5,5,3,4,5,1,5,5,3,3,1,5,4,2,3,4,1,2,3,3,5,1,4,3,4,1,5,1,1,4,3,5,3,5,5,5,1,2,4,3,2,2,1,4,5,2,1,3,1,2,1,5
811,4,5,2,5,2,1,5,1,5,5,1,1,5,1,5,4,5,4,1,4,3,1,1,5,2,2,5,1,5,1,4,5,4,3,5,2,1,5,1,5,4,1,5,5,1,4,1,1,1,2,1,5,5,1,2,4,5,1,1,5
812,2,5,2,2,2,1,5,4,1,4,2,2,5,3,4,5,2,5,4,4,1,1,1,3,4,4,4,2,2,2,5,5,4,4,4,4,1,4,4,4,2,4,5,4,2,2,3,2,2,1,5,5,5,2,2,3,4,1,4,4
813,2,5,2,3,1,1,5,2,2,5,3,3,5,4,4,5,1,4,3,5,1,1,3,4,1,5,4,3,2,1,5,5,4,5,5,5,1,4,5,5,3,4,5,3,1,2,1,2,1,1,4,5,4,4,1,3,3,4,4,4
814,3,5,2,4,1,2,4,2,4,5,2,2,4,2,4,3,1,3,2,5,2,2,3,4,1,2,4,2,4,1,4,4,2,3,5,2,2,4,2,3,2,2,4,4,1,4,1,1,2,1,4,4,4,1,1,4,4,1,1,4
815,5,5,5,1,2,4,5,4,4,5,1,2,4,4,4,1,1,1,5,4,2,1,5,5,2,1,5,5,1,2,4,5,1,5,4,5,4,2,1,2,5,1,4,1,4,5,4,5,1,2,4,5,2,1,1,5,5,4,4,2
816,4,4,1,4,2,4,5,2,4,5,5,4,4,1,5,4,1,4,4,5,2,1,1,5,1,4,5,2,4,1,2,4,4,4,5,4,2,4,1,4,4,4,2,4,1,2,1,1,2,1,2,5,4,2,2,5,4,1,1,5
817,1,4,4,2,2,2,3,2,2,5,3,4,3,3,3,4,1,4,5,5,2,2,4,3,2,2,3,4,2,1,5,4,3,4,5,5,4,3,4,4,2,5,3,2,1,2,4,3,2,1,4,3,2,4,1,2,2,4,4,3
818,1,4,2,2,1,1,5,2,2,3,3,4,4,2,3,5,1,5,4,5,1,1,2,2,2,4,4,3,2,2,5,4,4,5,4,5,2,3,5,4,2,4,4,4,3,1,2,1,1,1,5,4,4,5,2,2,1,3,2,2
819,3,5,3,4,4,1,5,1,5,4,3,4,5,1,3,4,1,5,1,4,1,1,1,5,1,1,5,3,4,3,3,5,5,4,3,3,1,5,1,4,4,4,5,5,1,1,1,1,1,4,3,5,5,1,3,3,4,1,1,3
820,1,5,4,3,1,1,4,2,2,4,1,2,4,4,4,5,1,5,4,5,1,2,2,4,1,4,5,4,4,1,5,4,4,3,5,4,3,4,4,5,2,2,4,4,1,2,3,2,2,1,4,5,5,4,1,2,4,3,4,4
821,5,5,3,4,1,4,5,3,3,4,1,4,5,4,4,2,1,3,4,5,4,3,4,4,2,2,3,3,2,1,4,4,2,5,5,4,4,3,4,3,4,4,3,3,1,5,1,2,1,2,2,5,4,3,2,5,4,4,4,4
822,1,4,1,5,2,1,5,1,5,3,5,1,5,1,4,5,1,4,4,5,1,1,1,5,1,1,5,1,5,1,3,5,4,1,5,3,1,5,2,4,1,5,5,5,1,1,1,1,5,2,1,5,5,4,2,1,1,1,1,4
823,4,5,3,5,1,3,4,1,3,5,2,2,5,2,4,3,2,2,2,4,3,1,2,4,1,3,4,3,4,1,2,4,2,2,4,3,2,4,2,5,3,2,5,4,1,4,1,2,4,2,2,4,5,2,1,3,3,2,2,4
824,1,3,3,2,1,1,3,4,2,5,3,3,2,4,5,5,3,4,4,5,1,1,4,2,4,3,3,2,2,1,5,4,3,5,5,5,4,3,5,5,3,3,2,3,1,1,3,4,1,1,5,4,4,4,1,1,2,2,3,5
825,3,5,2,2,2,1,5,2,3,4,2,2,4,2,3,4,5,4,4,4,2,1,2,2,2,3,4,2,3,1,4,4,4,3,5,3,1,4,3,3,2,4,5,3,1,2,1,1,2,1,4,5,4,3,2,4,4,3,4,4
826,2,4,1,2,1,4,4,1,3,5,1,2,4,4,4,2,1,5,4,5,3,2,1,2,1,2,4,1,3,1,5,4,4,5,5,3,2,4,4,5,3,2,4,3,1,4,1,1,1,1,1,4,5,4,1,4,4,1,4,5
827,4,4,4,4,1,3,4,1,4,5,1,3,5,2,5,4,1,1,5,5,2,1,1,5,1,1,4,4,4,1,4,5,2,1,5,3,4,4,1,5,3,2,5,4,1,4,3,4,3,1,2,3,5,1,1,4,5,4,2,5
828,1,4,4,3,1,1,4,3,3,4,2,2,3,4,5,5,4,2,3,5,3,2,3,4,1,4,2,2,2,1,5,4,2,2,5,2,3,3,2,5,2,3,3,2,1,1,2,4,3,3,2,3,3,2,1,2,2,2,4,5
829,2,5,4,4,1,5,5,1,5,5,2,4,5,3,5,3,1,2,4,3,4,1,4,5,1,3,5,1,4,1,5,5,3,5,4,2,1,2,2,5,3,2,4,4,1,3,1,2,1,3,2,5,5,2,1,3,5,2,2,3
830,4,5,3,5,1,4,5,2,4,5,1,2,4,1,5,4,1,2,2,5,4,1,2,5,1,1,5,2,5,1,4,5,3,3,5,4,1,3,1,5,4,4,4,5,1,2,1,1,5,1,1,5,5,1,1,2,4,3,1,5
831,2,4,4,2,4,1,4,3,4,5,4,2,4,1,2,5,2,4,4,1,1,1,4,5,1,3,4,2,4,5,4,4,4,1,2,5,1,4,1,3,2,5,5,5,4,4,2,1,4,4,5,4,5,2,2,2,2,1,1,1
832,2,5,1,4,5,3,5,1,4,4,1,4,5,2,5,5,2,5,4,1,2,1,1,4,4,4,5,1,5,4,4,5,5,4,1,1,1,5,1,5,1,5,5,4,1,4,1,1,2,1,4,5,5,1,1,2,2,1,1,4
833,4,5,1,4,1,5,5,1,5,5,1,1,5,1,5,2,1,5,2,5,5,1,1,5,1,1,5,1,5,1,1,5,5,2,5,1,1,5,1,4,5,1,5,4,1,4,1,1,4,1,1,5,5,1,1,5,5,1,1,5
834,1,4,1,2,2,1,5,4,2,3,4,4,2,4,2,4,4,4,3,5,1,1,5,2,2,4,4,2,2,2,5,3,5,5,4,4,1,2,4,5,1,2,2,4,5,1,2,1,1,2,5,4,2,4,2,1,2,4,2,1
835,1,5,4,1,2,1,5,1,2,5,1,1,5,5,2,5,1,5,5,5,1,1,4,1,1,2,4,4,1,2,5,5,5,5,5,5,4,5,5,4,1,5,5,1,3,1,1,1,1,1,5,5,5,5,2,1,1,1,5,1
836,2,4,4,2,1,4,4,4,2,5,4,4,3,4,4,5,2,2,4,5,4,2,4,2,2,4,3,4,2,1,4,4,2,5,5,3,3,4,5,5,1,5,2,2,2,2,2,4,1,1,2,3,2,5,1,2,2,4,4,4
837,1,4,4,5,4,2,5,4,2,5,3,5,5,4,5,5,4,2,4,1,4,1,4,4,1,5,2,3,5,1,5,4,2,4,1,1,4,3,4,5,1,5,5,5,1,1,5,3,2,5,4,5,4,4,4,1,1,1,1,5
838,3,5,2,5,1,3,5,1,4,5,2,1,4,1,4,3,1,4,2,5,3,1,4,5,1,1,5,4,5,1,4,5,4,1,5,1,4,5,4,5,5,1,4,5,1,3,4,1,5,1,4,5,3,4,1,3,5,4,1,3
839,4,5,3,5,1,4,5,1,5,5,1,3,4,1,4,4,1,5,5,5,4,1,1,2,1,1,5,1,5,1,5,5,5,5,5,2,2,5,5,5,5,5,4,4,1,4,1,1,1,1,1,5,5,5,1,5,3,1,4,5
840,5,5,1,2,4,3,5,5,2,4,4,2,5,2,4,1,1,5,5,4,1,1,4,4,4,5,4,2,4,3,1,5,5,5,4,3,1,5,4,2,1,3,4,4,2,5,1,1,1,5,4,5,2,4,4,3,4,2,2,3
841,5,5,2,4,1,3,5,1,3,5,3,3,5,2,5,3,1,1,2,5,4,1,5,4,1,4,5,3,4,2,3,5,3,1,5,3,1,3,4,5,2,4,5,3,1,3,1,1,4,1,2,5,4,4,1,4,5,3,2,5
842,1,5,3,2,1,1,5,3,3,5,2,2,5,4,3,5,2,4,5,5,1,2,5,3,2,2,4,3,2,1,5,4,4,5,5,4,3,4,4,5,4,3,5,4,1,1,2,2,1,1,3,5,5,4,1,1,4,3,4,4
843,5,5,1,5,2,4,5,1,5,4,1,1,5,1,4,2,1,5,2,3,4,1,1,5,1,1,5,2,5,1,4,5,5,2,4,4,3,5,1,4,4,1,5,5,1,4,1,1,5,5,2,5,5,1,3,5,5,1,1,4
844,1,4,5,4,1,4,4,4,3,4,2,4,4,4,4,4,3,2,3,5,3,3,4,4,2,4,1,4,4,1,5,4,1,3,5,3,4,4,4,4,2,5,4,4,1,1,4,4,3,2,3,3,4,3,2,2,2,4,3,4
845,1,4,1,2,2,3,3,2,1,4,5,5,3,4,3,5,2,5,5,4,3,3,1,4,5,4,1,1,1,2,5,2,5,4,3,4,4,5,2,3,1,5,3,1,2,1,4,1,4,5,2,4,5,2,5,1,1,1,5,3
846,2,5,3,1,2,2,5,1,3,5,1,2,3,5,4,1,1,4,5,2,3,3,2,3,2,1,5,3,1,2,4,4,4,5,3,3,3,4,4,4,5,5,4,1,1,5,1,1,1,3,4,5,5,5,3,5,1,4,5,3
847,2,2,2,1,2,2,4,2,2,5,4,4,4,4,4,4,3,4,5,4,2,1,4,2,1,4,2,1,1,2,4,3,4,5,4,3,2,4,5,5,1,5,5,4,1,2,4,1,1,4,4,4,4,5,2,2,2,1,2,4
848,5,5,3,2,1,5,5,5,4,5,1,4,4,5,5,1,1,4,4,5,4,1,4,4,1,4,4,4,3,1,2,5,5,5,5,3,3,4,2,5,3,4,4,5,1,5,4,1,2,1,1,5,5,1,1,3,3,4,4,5
849,4,2,2,4,1,4,3,2,4,5,4,4,4,2,5,4,3,4,3,5,4,2,2,5,1,4,4,2,4,1,1,3,4,2,5,3,4,5,4,5,3,3,4,5,1,3,4,1,5,1,2,3,5,2,1,3,3,2,1,5
850,4,4,2,4,4,4,4,2,4,4,3,2,4,2,4,2,2,4,3,2,4,2,2,3,2,4,4,2,4,2,2,4,4,2,2,2,2,4,2,4,2,2,4,4,2,3,2,2,4,4,2,4,4,2,2,3,4,2,2,4
851,4,5,4,2,1,5,5,4,5,5,2,1,4,4,5,4,1,4,2,5,5,1,4,5,1,4,5,2,2,1,4,5,2,5,5,1,1,4,5,5,2,2,4,2,1,5,1,2,1,1,1,5,5,4,1,5,5,1,2,5
852,1,3,2,3,3,4,4,3,4,5,4,4,4,3,4,3,2,4,3,3,2,2,3,4,3,2,4,2,4,3,2,2,4,4,4,3,3,3,2,3,2,4,4,3,2,3,2,2,2,3,4,4,4,3,2,3,2,2,2,3
853,3,4,4,3,4,3,3,2,3,5,3,3,5,3,3,3,2,4,3,3,1,1,3,3,4,4,4,3,3,3,4,3,3,3,4,4,3,4,3,4,3,4,5,3,3,3,2,3,3,3,5,3,4,3,3,3,3,2,3,3
854,3,5,1,5,1,4,5,1,5,5,1,1,5,1,5,3,1,5,2,5,4,1,2,5,1,2,5,1,5,1,4,5,5,1,5,1,2,5,1,4,4,3,5,5,1,3,1,1,1,1,2,5,5,1,1,5,4,1,1,5
855,2,4,1,3,3,3,4,2,3,3,4,3,3,2,3,4,3,4,4,2,3,2,2,3,2,2,3,2,3,3,4,4,3,2,2,3,3,4,2,3,4,3,3,4,3,4,3,3,3,4,3,4,3,4,2,3,3,3,4,3
856,4,5,2,4,2,3,4,2,4,4,2,2,4,2,3,4,1,4,2,4,3,2,2,4,1,3,4,2,4,2,4,4,4,2,5,3,4,4,2,4,4,4,4,4,1,4,2,2,3,2,3,4,4,2,2,4,4,2,2,4
857,2,5,1,2,2,2,5,1,5,5,2,2,5,2,4,4,1,5,4,5,1,1,2,4,2,1,4,1,3,1,5,5,5,5,5,3,1,5,3,4,5,2,5,4,1,1,1,1,1,1,5,5,4,2,2,4,4,1,3,4
858,4,5,4,5,5,4,4,2,5,4,4,4,5,2,2,1,1,2,2,1,4,2,1,1,1,4,4,3,4,4,1,4,1,2,1,2,4,3,2,4,2,3,4,4,3,4,1,4,4,4,2,4,4,2,4,2,4,4,1,2
859,5,5,4,5,1,2,5,4,5,4,1,1,4,2,4,4,1,1,1,4,2,1,4,4,2,2,4,4,4,1,4,5,2,1,4,4,1,4,1,4,4,1,4,4,1,2,1,4,1,2,4,5,4,1,2,4,4,3,1,4
860,2,4,2,4,3,2,4,3,4,4,3,2,4,2,3,4,2,4,3,3,2,2,2,4,2,2,4,3,4,4,4,4,4,2,4,3,2,4,2,2,3,2,4,4,2,2,2,2,4,3,4,4,4,2,2,3,4,4,2,2
861,5,5,1,3,2,5,5,1,5,5,3,4,3,3,5,2,5,5,4,5,5,1,3,4,2,1,5,3,4,1,1,5,5,5,5,1,4,5,4,5,5,4,5,5,1,5,4,1,2,5,1,5,5,4,5,5,3,4,5,5
862,1,4,5,3,2,2,4,5,4,3,5,4,4,2,5,4,3,2,4,3,1,1,5,2,5,5,3,4,3,1,3,4,1,5,3,4,4,2,5,3,1,4,4,3,2,2,3,4,2,5,4,4,2,5,4,2,2,4,3,4
863,4,5,2,4,1,4,5,4,4,4,1,3,4,4,4,4,1,4,4,5,4,2,4,5,2,2,3,4,3,1,4,5,4,4,5,2,3,5,3,4,4,4,4,4,4,4,3,4,2,1,2,5,4,3,3,4,4,2,4,4
864,1,5,4,1,2,1,5,2,3,1,4,1,3,2,2,5,1,3,4,4,1,1,2,3,5,3,3,2,3,2,5,4,2,5,3,5,2,4,3,1,2,2,5,3,1,1,1,1,1,2,4,5,5,3,2,3,4,1,2,2
865,4,4,2,2,1,3,4,4,2,3,2,1,4,2,4,5,3,2,4,4,5,2,3,4,1,2,4,4,4,1,5,4,5,5,4,3,4,4,4,4,5,2,4,5,1,5,4,1,2,2,1,4,4,4,3,5,4,4,5,3
866,5,5,5,1,2,2,5,1,2,5,1,1,4,5,5,1,1,1,2,2,1,1,5,5,1,1,5,5,1,1,2,4,1,5,2,4,1,2,4,5,5,2,4,1,2,5,1,2,1,4,5,5,4,4,2,5,4,1,4,4
867,2,3,3,2,3,1,4,3,3,3,2,3,4,3,3,4,3,4,4,4,2,2,3,3,2,2,4,4,3,3,4,3,2,3,3,4,2,3,3,2,3,4,4,3,3,2,2,3,3,2,3,4,3,4,3,2,3,4,3,3
868,5,4,1,5,1,3,5,1,5,5,3,1,5,1,4,3,1,3,1,4,3,1,1,5,3,3,5,1,5,1,2,5,4,1,5,3,1,5,2,3,3,2,5,5,1,3,1,1,5,1,3,5,5,1,1,3,5,1,1,3
869,4,4,2,4,2,4,4,2,4,5,2,2,4,2,4,2,1,4,2,5,4,2,2,2,1,2,4,2,4,1,4,4,4,2,4,2,2,4,2,5,4,2,4,4,2,4,2,2,4,2,3,4,4,2,2,4,4,2,2,4
870,1,5,1,5,4,1,5,1,5,4,1,1,5,1,1,5,1,5,1,3,1,1,1,5,1,1,5,1,5,1,5,5,5,3,4,5,1,5,1,5,4,1,5,5,3,1,3,1,3,2,5,5,5,1,3,4,5,1,1,1
871,1,2,1,1,4,4,3,3,1,3,5,4,4,4,2,5,4,4,4,3,4,4,4,1,4,5,2,1,2,4,5,3,5,5,3,5,4,2,5,5,1,5,4,2,4,1,4,1,1,4,3,4,2,5,4,1,1,3,4,2
872,4,5,4,4,2,5,5,2,5,5,2,1,5,1,5,4,1,4,4,4,4,1,1,5,1,1,4,3,5,1,4,5,5,5,5,2,1,5,1,5,5,1,5,5,1,5,1,1,4,1,2,5,5,1,3,5,5,4,2,4
873,2,5,2,5,5,4,5,2,2,5,5,4,5,2,2,5,1,4,4,1,4,2,1,2,2,5,1,2,4,5,5,5,4,5,1,2,2,5,4,2,1,5,5,4,4,1,1,2,2,5,2,5,5,4,4,1,1,2,2,1
874,4,5,1,4,5,5,5,1,5,4,2,1,5,1,5,5,2,5,4,2,5,1,1,4,1,4,5,4,5,5,5,4,5,4,2,1,3,5,1,5,4,1,5,5,1,1,1,1,2,5,1,5,4,1,2,2,4,1,1,5
875,4,5,1,2,2,4,5,1,4,5,2,3,4,2,5,2,2,5,4,1,4,1,4,4,1,1,2,2,2,2,4,5,5,4,2,2,1,5,4,4,2,4,4,3,2,4,2,1,1,5,4,4,5,2,2,4,1,1,1,4
876,1,5,3,1,5,5,4,1,2,4,2,4,5,5,4,2,5,5,5,2,4,5,1,1,1,2,4,2,2,5,4,4,4,5,2,2,4,5,5,4,5,4,5,2,5,4,4,1,1,4,2,4,5,4,5,3,2,2,5,3
877,1,4,5,2,1,2,4,4,2,5,1,4,2,4,5,5,2,3,5,5,2,3,5,3,1,4,3,4,2,1,5,3,2,5,5,4,4,2,4,5,2,4,2,2,1,3,3,2,1,1,4,4,2,4,1,4,3,5,4,5
878,4,5,4,1,1,5,5,4,4,5,2,3,5,4,5,1,1,4,4,5,4,3,4,4,5,4,4,3,1,1,1,5,4,5,5,3,1,4,4,5,4,4,4,1,1,5,1,4,1,1,4,5,4,4,1,4,4,1,5,5
