ID,E1,A2,C3R,N4R,O5R,E6,A7,C8R,N9R,O10,E11R,A12R,C13,N14,O15,E16R,A17R,C18,N19,O20,E21,A22R,C23R,N24R,O25R,E26R,A27,C28R,N29R,O30R,E31R,A32,C33,N34,O35,E36R,A37R,C38,N39,O40,E41,A42R,C43,N44R,O45R,E46,A47R,C48R,N49R,O50R,E51R,A52,C53,N54,O55R,E56,A57,C58R,N59,O60
879,2,5,1,4,1,1,5,1,2,5,3,1,5,2,4,5,5,5,2,4,4,1,1,5,1,2,5,1,4,1,5,5,5,4,4,2,1,5,3,5,1,4,5,4,1,2,1,1,2,3,3,5,5,3,1,2,3,1,1,4
880,4,3,3,2,1,4,4,1,5,5,2,5,4,4,4,4,4,4,5,5,4,4,4,4,2,4,4,4,2,1,4,3,4,4,5,3,2,4,3,5,4,4,4,3,1,4,4,4,2,1,4,4,5,2,1,5,2,2,2,5
881,2,5,3,2,1,3,4,2,2,5,1,1,5,3,4,4,2,3,4,5,3,1,2,5,1,4,2,2,4,1,3,4,3,4,5,3,1,4,4,4,2,4,5,4,1,2,3,2,2,1,2,4,4,4,1,3,2,4,4,5
882,2,4,2,4,2,3,4,1,4,4,2,4,2,4,4,5,3,4,5,5,4,3,3,4,4,3,3,3,3,1,3,3,5,4,4,4,4,4,3,3,4,5,5,4,4,3,3,2,4,3,2,3,3,3,4,4,4,4,3,3
883,2,4,3,2,4,2,4,2,2,4,4,2,4,3,2,4,2,4,5,4,3,2,4,3,2,2,4,4,2,4,4,4,4,5,3,3,4,3,3,3,2,4,4,4,4,3,3,2,1,2,3,4,3,3,2,2,4,3,4,3
884,1,3,1,4,4,2,5,1,3,4,3,2,5,2,3,5,4,5,3,2,1,1,1,4,4,2,4,1,4,2,5,4,5,2,2,3,1,5,2,3,3,2,5,4,2,1,2,1,4,4,4,5,5,2,4,3,3,1,2,3
885,3,5,5,2,4,4,5,5,1,5,4,4,3,5,4,5,2,3,5,5,4,2,5,1,4,5,1,5,2,3,5,3,2,5,5,2,1,3,5,4,1,4,5,3,1,3,4,4,1,5,4,5,2,5,5,3,2,5,5,4
886,2,4,1,5,1,4,4,2,5,5,4,4,5,1,5,5,4,5,1,5,4,1,1,5,2,2,2,1,5,1,4,2,5,1,5,1,2,5,1,5,2,5,5,5,1,2,4,1,5,1,1,4,5,1,1,2,2,1,1,5
887,5,5,1,2,3,4,5,2,3,4,2,4,5,4,4,2,4,4,4,1,4,4,2,5,4,3,4,4,3,1,2,4,4,3,1,2,3,5,3,4,5,3,5,3,2,4,1,3,2,4,2,4,4,2,3,4,3,4,4,5
888,2,4,2,3,2,1,4,2,4,4,2,2,4,2,3,5,2,4,3,2,3,1,2,3,2,2,4,2,4,4,5,4,3,2,2,3,2,4,2,3,3,2,4,3,2,2,2,2,2,4,2,4,4,2,2,3,4,2,2,3
889,2,5,3,4,2,5,5,2,4,5,2,1,4,1,5,5,5,4,4,5,5,3,4,5,2,3,5,3,5,1,5,5,4,4,5,2,1,5,2,5,4,4,5,5,2,1,1,2,2,1,2,5,5,1,2,5,5,1,1,5
890,1,4,1,2,1,4,4,2,4,5,4,4,5,4,4,5,2,5,5,5,2,2,4,4,2,4,2,2,4,1,5,4,4,5,4,2,4,5,1,4,2,4,5,4,2,1,4,1,1,1,4,4,5,1,2,2,2,4,1,4
891,5,5,5,4,5,3,5,4,3,4,4,3,4,2,2,4,5,3,3,1,3,1,1,3,4,4,5,4,4,4,4,5,2,2,1,4,4,3,2,2,2,4,3,3,4,4,1,4,2,4,4,5,4,2,4,3,4,2,3,3
892,2,5,4,3,1,2,5,4,3,5,2,2,4,2,4,5,1,2,2,5,2,1,4,4,2,4,3,4,4,1,5,5,2,5,5,2,1,3,4,5,2,4,4,4,2,2,2,3,2,1,4,5,4,4,4,2,4,4,2,4
893,2,4,1,5,1,4,4,2,5,4,2,2,4,1,5,5,2,3,2,5,4,2,1,5,1,2,4,2,5,1,4,4,3,2,5,2,3,4,2,4,2,4,4,5,1,2,2,2,4,2,3,4,5,2,1,3,4,2,2,5
894,2,5,3,2,1,2,5,4,2,5,3,4,2,4,5,4,2,4,4,5,1,1,5,3,1,4,4,4,2,1,4,2,4,4,5,5,2,2,4,5,2,4,2,2,1,4,3,2,2,1,4,4,2,4,1,2,2,5,4,4
895,4,4,1,5,1,5,5,1,5,5,1,1,5,1,5,4,1,5,1,5,5,1,1,5,1,1,4,1,4,1,2,4,5,2,5,2,1,5,1,5,5,1,5,5,1,1,1,1,5,1,1,4,5,1,1,5,3,1,1,5
896,5,5,4,3,1,4,4,4,3,4,1,3,4,4,5,2,1,3,3,5,2,2,4,3,1,3,4,5,2,1,2,3,2,4,5,3,4,3,4,4,4,1,3,3,1,5,2,5,2,1,3,4,3,4,1,4,4,4,2,5
897,1,4,2,5,1,4,5,1,5,5,5,1,5,1,5,1,1,3,1,5,1,1,1,5,1,2,4,1,5,1,1,4,3,1,5,5,1,5,1,5,4,1,5,4,1,1,2,1,4,1,1,5,5,1,1,1,5,1,1,5
898,4,5,5,4,1,2,5,2,3,5,1,4,5,2,5,5,1,2,4,5,4,1,2,4,2,2,4,4,4,1,5,4,2,4,5,1,2,4,2,5,4,4,4,3,1,3,1,2,2,4,4,5,5,3,1,4,2,2,3,5
899,4,5,1,3,2,5,5,2,4,5,1,2,4,2,4,1,1,4,2,4,5,2,1,4,3,2,4,2,4,2,2,2,5,3,5,2,1,5,2,4,5,5,4,5,2,4,1,1,2,1,4,5,4,2,2,4,5,2,3,5
900,2,4,1,4,2,2,5,1,5,5,1,5,2,4,5,5,5,5,5,5,1,4,4,4,2,1,4,4,2,1,5,5,5,5,5,4,4,4,3,5,4,5,2,2,1,4,2,1,2,4,4,5,5,2,1,4,2,4,4,5
901,5,5,1,2,4,3,1,4,2,2,1,3,3,3,4,3,2,4,2,2,2,1,1,4,3,2,3,2,4,2,1,1,4,5,2,1,1,2,4,5,2,2,3,4,1,5,2,1,3,3,3,4,5,4,2,5,4,4,3,3
902,5,5,4,2,1,5,5,1,4,5,2,2,5,5,5,1,1,2,5,5,4,4,4,4,1,1,4,4,2,1,1,1,2,2,5,1,4,4,4,5,5,4,5,2,1,5,1,2,2,1,1,5,5,4,1,5,4,4,4,5
903,4,5,1,2,1,4,5,2,4,5,2,5,4,4,5,4,2,4,4,5,2,2,5,4,1,2,1,2,2,1,5,4,5,5,5,4,4,5,5,5,2,5,4,4,2,4,2,1,1,1,4,5,5,5,1,4,1,1,4,5
904,1,2,2,4,4,1,4,2,2,5,4,2,3,4,1,5,4,5,4,4,1,2,2,1,1,2,5,2,4,5,5,1,3,2,5,5,4,3,4,3,2,4,3,4,4,1,4,1,3,3,4,4,4,4,2,2,2,4,2,1
905,2,5,2,2,1,1,4,1,4,5,2,3,4,2,4,5,1,4,4,5,1,1,2,2,4,2,2,2,2,2,5,4,4,4,5,2,2,4,2,4,2,4,4,4,1,1,2,1,1,2,4,4,4,4,2,1,2,4,2,4
906,4,4,1,5,2,2,5,1,5,5,3,1,5,1,4,3,2,5,4,3,3,1,1,5,1,2,5,2,5,2,3,5,5,1,4,1,2,4,4,5,3,2,5,4,4,3,2,1,3,2,3,5,5,1,2,4,5,2,1,4
907,1,4,4,4,5,2,4,4,4,4,2,4,4,2,3,5,1,4,4,1,1,1,4,4,1,4,4,4,4,2,5,4,1,5,2,3,3,4,2,4,2,4,4,4,2,2,1,5,1,5,4,4,4,4,2,2,4,4,4,2
908,1,5,1,5,1,4,5,1,5,5,1,5,5,1,4,5,1,4,4,5,4,1,1,5,1,1,4,1,5,1,4,5,5,1,5,1,1,5,1,5,4,4,5,5,1,1,1,2,5,1,1,5,5,1,1,4,1,1,1,4
909,4,5,1,5,1,5,5,1,5,5,1,1,5,4,4,2,5,5,4,5,5,1,1,5,1,5,5,1,4,1,1,5,5,2,5,1,1,5,2,5,2,5,5,4,1,5,1,1,4,1,1,5,5,1,1,5,2,1,2,4
910,2,2,5,4,5,4,4,5,2,5,5,4,4,2,2,4,4,4,2,2,4,2,4,2,1,5,4,4,4,4,4,3,2,1,2,4,2,4,5,4,1,4,4,4,2,2,4,5,5,4,3,4,4,5,2,1,2,4,2,4
911,1,3,4,3,4,3,4,4,5,5,3,4,4,4,5,5,5,5,3,3,4,3,4,4,2,2,4,4,4,4,5,4,4,1,4,2,4,5,1,5,5,4,2,5,5,1,5,2,3,5,1,5,3,2,4,3,3,4,4,3
912,2,4,2,5,2,4,5,1,5,5,1,4,5,2,4,3,2,4,2,5,4,2,2,5,2,5,3,2,5,2,3,4,3,2,5,3,2,5,2,4,1,4,5,5,3,2,4,1,5,1,2,5,5,2,3,4,5,1,1,4
913,1,5,4,2,4,1,5,4,2,5,1,4,5,3,4,5,5,2,5,5,1,1,4,4,1,4,2,4,2,2,5,4,2,5,5,3,2,5,4,5,4,3,5,2,1,1,2,4,2,1,5,5,5,4,2,4,2,1,5,4
914,5,5,1,5,1,4,5,1,5,5,4,1,5,1,5,1,1,5,4,5,4,1,1,5,1,4,5,1,5,1,1,4,4,2,5,2,1,5,1,5,4,2,5,5,1,5,1,1,1,1,1,5,5,2,1,5,4,1,2,5
915,2,5,5,1,2,2,5,4,3,5,2,3,2,5,4,5,1,4,5,5,2,2,4,1,2,4,5,3,1,1,4,4,2,5,5,3,3,4,5,5,2,5,2,1,1,2,3,3,1,1,4,5,3,5,1,4,4,4,5,5
916,4,3,1,2,3,4,5,1,2,5,1,4,4,5,5,4,3,5,4,5,4,3,1,5,1,3,2,3,2,2,4,3,5,3,5,2,2,5,2,5,4,5,4,2,1,2,3,1,3,2,1,4,5,2,1,3,1,4,4,5
917,1,4,1,5,2,2,5,1,2,5,5,4,4,1,5,5,3,5,1,5,1,1,5,4,1,2,1,1,5,1,3,4,5,2,5,3,1,5,4,5,1,5,5,5,2,1,4,1,4,1,1,5,5,4,4,2,1,1,1,5
918,2,2,2,4,4,2,4,5,4,4,1,5,4,2,4,5,4,5,3,1,2,1,3,3,2,1,2,2,4,2,5,4,2,4,1,4,3,4,2,4,2,4,4,4,4,1,5,1,3,5,4,4,5,2,2,2,2,2,1,4
919,2,3,2,2,4,2,4,3,4,2,3,4,4,3,2,4,3,4,4,2,2,1,3,4,5,4,2,3,2,4,4,4,4,4,3,4,2,4,3,2,2,3,4,4,4,2,3,2,2,4,3,4,4,3,4,2,3,4,4,2
920,1,5,5,1,1,1,4,5,1,5,4,1,3,4,5,5,1,2,4,5,1,1,5,1,1,4,5,5,1,1,5,5,1,4,5,4,1,1,5,5,1,4,5,1,1,1,1,5,1,1,5,5,4,5,1,2,3,4,4,4
921,2,5,4,1,2,4,4,4,3,4,2,4,4,3,3,2,2,3,4,4,3,4,4,2,5,4,4,3,2,2,4,4,4,5,5,3,4,2,2,3,2,3,4,2,2,4,2,2,1,1,4,4,5,2,4,2,4,4,4,4
922,3,4,2,3,3,2,4,2,3,4,2,4,3,4,3,4,2,3,4,4,3,4,4,3,2,4,4,3,4,3,4,4,3,4,4,3,4,3,4,3,2,4,3,4,2,2,3,4,2,3,3,4,3,4,2,3,4,4,4,3
923,1,4,4,3,4,2,4,2,4,5,4,3,5,2,2,5,2,4,3,2,2,3,1,4,3,4,4,2,4,5,5,4,4,4,2,3,3,4,1,4,1,2,5,5,4,1,2,2,1,4,4,4,5,1,3,1,4,2,3,1
924,4,4,1,2,2,1,5,1,2,5,2,2,5,4,4,4,2,5,4,5,2,1,5,4,2,4,4,2,2,1,4,4,5,5,4,4,1,5,2,4,3,4,5,4,2,5,2,1,1,1,2,5,5,3,2,2,4,1,4,4
925,1,4,2,1,2,5,4,2,1,3,2,4,4,5,3,5,2,5,5,4,5,1,2,5,2,4,2,2,1,2,2,3,5,5,4,1,2,5,5,2,1,4,4,3,1,1,2,1,1,2,1,4,5,5,4,1,1,2,4,3
926,1,5,2,1,2,5,4,1,2,4,5,5,5,4,4,1,2,4,4,4,2,2,2,4,1,1,5,1,2,1,1,4,2,4,4,2,4,4,2,5,1,5,5,2,1,5,4,4,4,1,2,4,5,2,1,1,1,1,2,4
927,5,5,1,5,2,5,5,1,5,5,2,1,5,1,5,3,2,4,1,5,5,1,1,5,2,2,4,2,5,2,1,4,5,2,2,1,1,5,2,4,4,2,5,5,1,5,2,1,1,1,5,4,5,2,1,4,5,1,1,5
928,4,4,2,4,2,4,5,3,4,5,1,1,4,2,5,2,2,4,4,4,5,1,2,4,1,4,4,3,4,2,4,3,3,4,4,3,2,4,4,5,4,2,4,4,2,5,2,2,2,1,1,4,4,4,1,5,4,4,2,4
929,2,5,1,3,1,1,5,1,3,5,1,4,5,1,4,4,1,4,3,5,1,1,1,3,1,1,5,1,3,1,3,5,5,1,5,1,1,1,4,5,3,5,5,4,1,3,1,1,2,1,4,5,4,4,1,3,1,2,3,4
930,5,5,1,5,5,5,5,1,5,5,1,1,5,1,5,3,5,5,3,5,5,3,1,5,5,1,5,1,5,3,3,5,5,1,5,1,1,5,1,5,5,5,5,5,1,4,1,1,5,1,5,5,5,1,3,5,5,1,1,5
931,4,4,1,5,3,4,5,1,4,5,2,2,5,1,4,4,4,5,2,3,4,1,1,5,4,1,5,1,5,2,2,5,5,2,3,2,2,5,1,5,4,3,5,5,2,4,1,1,1,4,1,4,5,1,2,5,3,1,1,5
932,3,4,3,4,2,4,4,3,4,5,2,3,4,3,4,4,3,4,4,5,4,3,3,4,2,1,4,3,4,3,4,4,4,1,5,2,3,4,1,4,4,4,4,3,1,3,2,3,5,1,2,4,4,1,1,4,4,1,3,4
933,4,4,1,4,4,4,5,3,4,5,3,2,5,4,2,4,2,5,3,2,4,1,3,3,2,2,4,2,4,4,4,4,5,4,3,4,3,5,3,2,3,2,5,3,4,5,1,1,2,4,4,5,3,3,4,2,4,2,3,3
934,4,4,2,4,2,2,5,2,4,5,2,3,4,2,4,4,4,5,2,4,2,1,2,4,2,2,4,2,4,2,3,3,4,2,4,3,1,5,3,4,3,3,4,4,2,2,3,2,3,2,4,5,4,3,2,3,3,2,2,4
935,4,5,2,5,1,4,5,2,5,5,4,2,5,1,5,5,1,4,4,4,4,1,1,5,1,3,4,4,5,1,4,5,4,1,4,2,1,5,1,5,4,4,5,5,1,2,1,1,5,5,2,5,5,1,2,3,2,4,1,5
936,4,4,2,4,2,5,4,1,2,4,2,2,5,2,5,2,2,5,2,5,5,1,1,5,2,1,1,1,4,1,2,4,5,2,4,1,1,4,2,5,5,5,4,4,2,4,1,1,3,5,1,4,5,1,2,4,2,1,1,5
937,1,4,4,4,1,2,5,4,4,5,5,2,5,4,5,5,2,2,2,5,2,4,2,5,1,5,4,4,5,1,4,4,2,2,5,2,2,5,4,5,1,4,5,4,1,2,4,3,4,2,4,5,5,4,1,2,3,2,2,5
938,1,5,1,1,1,1,5,1,1,4,4,3,5,1,4,5,1,5,3,5,1,1,2,4,2,1,5,1,3,2,5,5,5,5,5,3,1,5,5,4,2,4,5,4,2,1,1,1,1,1,4,5,4,5,2,2,2,1,3,4
939,5,4,4,5,2,3,5,4,3,5,4,2,4,1,4,2,2,4,1,4,4,2,4,4,2,4,3,4,5,2,2,4,4,2,4,2,2,5,1,5,3,4,5,4,1,4,4,1,5,2,2,4,2,2,4,3,4,5,1,4
940,4,5,1,5,1,3,5,1,5,5,1,1,5,1,4,3,1,3,1,5,3,1,1,5,1,5,5,1,5,1,1,5,4,2,5,1,1,5,1,5,3,3,5,5,1,3,1,1,4,1,1,5,5,1,1,3,5,1,1,4
941,4,5,4,1,3,4,4,1,2,4,2,5,4,3,1,2,1,4,5,4,2,2,3,4,1,1,4,3,2,2,2,4,1,5,4,3,1,4,3,5,3,4,4,2,1,4,2,1,4,1,2,5,5,2,2,4,2,2,4,1
942,4,4,4,3,1,5,4,4,4,5,2,4,5,5,4,1,2,2,5,5,5,4,5,5,1,4,3,3,3,1,2,5,2,5,5,3,4,4,5,5,1,5,5,2,1,5,3,4,3,1,2,2,3,5,1,3,1,3,4,4
943,1,4,4,3,4,1,5,3,3,4,4,1,4,3,2,5,1,2,1,4,1,1,4,1,5,5,4,4,3,3,5,3,2,4,4,5,2,3,3,1,1,3,3,3,1,1,1,4,2,1,4,5,3,2,2,3,4,5,3,3
944,1,4,4,2,1,4,3,5,2,5,1,1,4,4,4,5,1,3,4,5,2,1,5,1,4,2,1,4,2,1,5,3,4,5,5,1,5,4,5,4,4,5,4,4,1,4,1,4,1,1,2,3,5,5,2,5,2,4,3,4
945,3,5,1,4,1,1,4,1,5,5,2,1,5,1,4,4,5,4,2,5,3,1,2,4,3,2,4,1,5,1,4,5,4,2,5,3,1,5,1,4,4,1,5,5,1,3,1,1,4,1,2,5,5,1,1,4,5,1,1,4
946,5,5,3,2,4,4,5,2,3,4,1,3,4,1,3,2,1,3,3,4,5,2,2,4,1,2,3,2,2,4,2,4,2,5,4,2,1,4,4,5,3,2,4,3,2,3,1,1,1,2,2,4,4,4,3,4,3,4,2,3
947,1,4,2,4,4,2,4,2,3,4,2,3,4,2,4,5,2,4,3,4,2,2,2,2,2,4,4,2,3,2,5,4,4,2,4,2,2,4,3,4,2,3,4,3,2,1,2,2,4,2,3,4,4,3,3,4,4,2,2,4
948,1,5,1,5,4,2,5,1,4,2,3,4,5,1,2,5,1,5,2,2,1,1,2,5,4,4,5,1,5,4,5,5,5,2,3,3,1,5,1,2,3,1,5,5,3,1,1,1,5,4,5,5,5,1,4,3,4,1,1,2
949,1,5,1,1,4,4,5,4,1,3,5,3,4,5,2,4,2,5,5,2,4,3,3,1,4,4,4,2,1,5,5,4,5,5,2,3,4,3,5,5,1,4,3,2,3,1,4,1,1,5,2,5,3,5,4,1,4,3,5,1
950,1,4,2,3,3,1,5,2,3,5,2,3,5,2,4,5,2,4,5,4,1,1,4,4,1,3,5,2,4,3,5,5,3,4,4,3,1,4,3,5,4,4,5,5,1,1,1,1,2,3,5,5,5,4,1,2,2,1,2,4
951,3,4,1,3,4,4,3,3,4,4,5,3,3,4,4,4,5,4,3,4,4,4,4,5,5,4,4,3,2,4,3,4,5,3,4,3,3,4,3,3,4,5,4,4,4,4,3,5,3,3,4,3,4,3,4,3,4,3,4,3
952,5,5,4,4,1,4,5,2,5,5,1,2,4,1,4,5,5,4,4,4,4,1,2,5,2,4,4,2,4,1,1,5,2,4,5,1,4,4,2,2,4,4,4,4,1,5,2,1,4,2,2,5,4,1,4,5,1,4,2,5
953,2,5,4,5,2,4,5,2,4,4,1,2,5,1,5,5,5,4,1,3,3,1,2,5,1,1,5,1,5,3,4,4,4,4,4,1,2,5,1,3,NA,1,4,5,1,2,1,2,5,4,2,5,5,1,4,2,4,1,1,3
954,2,4,2,3,1,1,5,1,1,5,2,1,4,2,4,3,1,4,4,5,2,1,2,2,2,3,4,2,4,1,5,4,4,4,5,3,1,4,4,3,2,2,4,4,1,2,2,1,2,1,3,5,4,5,1,2,4,2,2,3
955,4,5,4,2,5,5,4,2,4,4,2,2,4,4,3,2,4,3,4,2,4,4,4,4,4,4,5,4,2,4,4,4,4,5,2,3,4,4,3,3,4,4,5,2,2,4,3,2,2,4,3,4,4,3,4,4,4,4,4,3
956,4,5,1,4,2,4,5,1,5,5,2,3,4,1,4,4,2,5,3,4,3,1,2,5,2,2,5,1,4,2,4,5,5,2,4,3,1,5,2,4,4,2,5,5,2,2,1,1,2,2,3,5,5,2,2,5,5,1,1,4
957,1,5,1,5,4,2,5,1,5,3,3,3,5,1,2,5,1,4,2,2,1,1,2,4,5,4,3,1,5,4,5,5,5,3,2,5,1,4,3,3,3,4,5,5,3,1,1,1,3,4,4,5,5,1,4,3,2,1,1,2
958,3,2,4,3,4,2,4,4,2,4,2,3,1,5,3,2,3,1,5,4,3,2,3,5,2,2,1,4,4,1,1,4,3,2,3,3,4,1,1,5,2,5,2,4,2,2,4,1,4,2,4,1,2,4,2,2,4,2,2,4
959,1,4,2,2,4,1,5,3,2,5,4,2,4,4,3,5,1,5,4,3,1,1,4,1,1,4,3,1,2,4,5,5,4,5,4,4,1,4,4,4,2,5,4,5,3,1,1,2,1,2,4,5,5,4,3,2,2,2,2,3
960,1,4,1,4,3,3,5,1,4,5,4,3,5,2,4,5,3,5,3,4,4,1,2,4,2,3,1,2,4,2,4,4,5,4,3,2,1,5,1,4,2,3,5,4,2,1,4,1,3,2,3,5,5,1,2,1,4,1,1,4
961,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5
962,5,3,2,4,3,5,5,2,4,5,1,1,4,2,3,2,2,3,2,4,4,1,2,5,3,1,4,2,4,2,2,3,3,2,4,2,1,4,1,3,4,1,4,4,2,4,4,2,3,3,1,4,5,1,3,4,4,2,2,3
963,3,5,2,4,2,4,5,2,3,4,4,2,5,1,4,4,1,4,4,4,4,1,4,2,2,2,3,1,4,2,4,5,5,4,4,2,4,5,5,5,2,4,5,5,1,3,2,1,1,4,2,5,5,4,2,2,4,1,1,4
964,2,4,2,4,1,2,4,1,4,4,2,2,5,2,4,4,2,4,3,4,2,1,3,4,4,2,4,2,4,1,4,4,4,2,5,2,1,3,2,2,3,3,5,4,1,2,1,2,2,3,4,4,4,2,2,3,4,1,2,5
965,1,5,2,3,3,4,5,4,4,5,2,4,4,2,3,5,1,3,4,2,2,2,4,2,2,2,1,2,4,4,5,3,4,5,4,4,2,4,5,5,3,4,4,4,2,3,2,1,1,4,3,4,3,5,2,3,3,2,2,2
966,3,5,3,3,2,2,5,3,2,5,2,4,3,4,5,5,5,4,3,3,3,1,4,3,2,3,4,3,4,2,5,3,4,4,4,2,1,4,4,4,4,5,4,4,2,3,1,2,2,4,4,5,4,3,3,4,4,4,3,3
967,4,5,4,5,2,3,5,2,5,5,2,1,4,1,5,4,1,3,1,4,2,1,2,5,1,3,5,2,5,1,2,5,2,1,4,3,1,4,1,5,3,1,5,5,1,3,2,2,5,1,3,5,5,1,1,3,5,2,1,5
968,5,5,2,5,1,4,5,1,4,5,2,4,4,3,4,1,1,4,2,5,4,1,1,5,1,2,5,2,4,2,1,5,4,5,4,2,1,5,3,5,5,4,5,3,1,5,1,1,1,1,1,5,5,2,2,5,3,2,2,4
969,3,5,4,2,1,2,5,4,2,5,3,4,4,4,5,5,1,4,4,5,2,1,5,2,1,5,4,4,2,1,5,5,4,5,5,4,3,3,5,5,2,4,4,4,1,2,2,1,1,2,4,5,4,5,1,3,2,4,5,5
970,4,5,1,4,4,4,4,2,4,4,3,5,4,4,5,4,1,4,2,1,4,3,3,4,4,2,4,4,4,2,4,4,4,2,4,3,2,5,2,2,4,4,4,4,4,4,1,1,1,1,4,4,4,2,4,2,2,2,2,4
971,2,5,1,5,1,2,5,1,4,5,2,1,5,1,4,4,1,2,2,2,2,1,1,5,5,1,5,4,5,2,1,5,4,2,2,4,1,5,1,5,5,4,5,5,1,2,1,1,4,5,2,5,5,1,5,2,5,1,1,5
972,3,4,2,5,1,3,5,2,3,5,4,2,5,1,3,3,2,3,4,5,4,2,2,5,1,3,4,1,5,3,4,5,3,3,5,2,2,5,2,5,3,2,5,5,2,2,2,2,3,1,2,5,4,1,1,2,4,1,1,3
973,1,4,2,3,4,2,5,3,3,4,4,3,5,3,3,5,2,5,2,1,2,2,2,3,5,4,4,3,3,4,5,4,4,4,1,3,2,4,3,2,1,3,5,3,3,1,2,1,3,5,4,4,3,3,5,1,4,2,3,2
974,1,5,4,2,2,1,5,4,3,5,2,5,5,3,4,5,1,4,4,5,2,1,5,3,1,5,5,4,2,2,5,5,3,5,5,5,2,3,4,5,1,4,5,1,2,5,2,2,1,1,5,5,4,5,2,4,5,4,5,2
975,4,5,3,2,4,5,5,1,4,5,4,2,4,4,5,2,4,5,2,4,5,1,1,4,1,4,5,1,2,4,3,4,4,3,5,4,2,5,2,4,5,4,5,2,3,3,2,1,1,4,2,4,5,4,4,4,4,4,4,4
976,4,5,4,4,1,4,4,1,4,5,2,1,4,1,4,1,4,3,3,5,3,3,2,4,1,1,4,1,4,2,2,3,4,1,3,1,1,5,1,4,4,3,5,4,4,4,1,1,1,3,3,3,3,3,3,4,3,1,1,5
977,5,4,5,4,4,5,4,3,4,5,4,5,5,4,5,4,4,5,4,5,4,4,5,3,1,1,5,5,3,5,4,5,4,4,5,5,5,3,3,4,5,3,3,4,4,1,2,1,2,4,3,5,3,3,4,4,4,5,3,5
978,5,5,4,5,4,5,5,2,5,5,2,2,4,2,5,4,2,4,4,2,4,1,2,5,2,2,2,2,5,1,2,5,4,2,1,3,2,5,2,5,5,2,5,4,1,5,2,1,5,5,2,5,5,2,5,5,5,2,2,5
979,2,4,2,5,2,3,5,2,5,4,3,3,5,3,4,4,3,4,3,2,3,2,4,5,4,3,4,3,5,2,4,4,4,3,2,4,2,4,2,4,3,4,5,5,2,2,2,3,4,4,3,4,4,2,3,3,4,3,1,4
980,3,5,1,4,3,4,4,1,5,5,5,1,5,1,4,5,4,5,2,1,4,3,5,5,5,2,5,2,5,5,2,5,5,5,5,5,1,5,2,5,5,3,5,3,3,3,2,1,5,3,5,5,5,1,2,4,5,2,5,5
981,4,4,1,4,1,5,5,1,4,5,1,2,4,1,5,1,2,4,3,5,4,2,1,5,1,1,4,1,4,1,2,5,4,3,5,2,1,4,1,5,4,2,4,4,1,4,1,1,3,2,1,5,5,1,1,4,4,1,1,4
982,4,5,1,2,3,2,5,1,2,5,2,2,5,2,5,4,5,4,5,3,2,2,2,2,1,2,5,1,2,2,4,4,4,5,3,3,1,5,2,5,4,4,5,2,2,1,1,1,4,1,3,5,5,4,2,3,3,1,4,4
983,5,5,1,5,5,3,5,1,5,5,1,1,5,1,4,4,2,5,1,5,5,3,2,4,1,1,5,2,5,5,1,5,5,2,5,4,1,5,1,1,5,5,5,5,1,5,1,1,4,1,1,5,5,1,2,5,5,1,3,5
984,2,5,4,4,1,2,5,4,4,5,1,2,4,4,5,4,1,4,4,5,1,1,2,2,1,4,4,2,4,1,4,4,2,4,5,4,1,4,4,5,2,2,5,4,1,2,1,1,2,1,5,5,5,4,1,5,4,2,1,5
985,5,5,1,5,5,4,5,3,5,5,1,3,4,4,5,4,4,4,4,5,4,1,1,4,1,2,1,5,5,1,4,4,2,2,5,2,1,4,1,5,4,4,5,2,1,4,4,1,1,1,1,5,5,1,1,4,4,1,1,5
986,2,5,2,2,4,2,5,4,4,5,2,4,5,4,2,4,2,2,2,4,2,1,2,2,1,4,4,2,4,4,4,4,4,4,4,4,2,4,2,4,2,4,4,2,2,2,2,2,2,4,3,4,4,2,2,2,4,4,2,2
987,1,4,4,3,1,1,4,2,2,4,4,3,5,3,4,5,2,4,4,5,1,1,2,1,1,2,4,2,4,1,5,4,3,5,5,2,1,5,4,5,4,4,5,5,1,3,2,1,2,2,4,5,5,4,2,1,2,2,1,5
988,1,5,1,4,1,5,5,4,4,5,3,3,5,1,5,5,1,4,4,5,1,1,1,4,1,4,3,1,5,1,4,5,4,4,5,3,1,5,4,5,3,5,5,4,1,1,1,1,2,1,3,5,5,4,1,3,1,1,1,5
989,4,2,1,4,5,5,4,2,4,2,1,4,4,4,3,1,4,4,4,2,4,4,4,2,2,4,4,5,2,2,2,4,5,5,2,2,4,5,4,4,4,5,4,4,4,5,2,1,4,4,1,4,4,4,2,4,4,4,4,4
990,1,5,1,4,2,1,5,2,4,5,1,1,5,1,5,5,1,5,3,4,1,1,1,5,2,4,5,2,4,1,5,5,5,4,4,5,2,5,1,3,4,1,5,4,1,1,1,1,2,1,5,5,5,1,2,4,5,1,1,4
991,4,4,5,1,2,4,4,4,1,5,2,4,5,4,5,1,1,4,4,5,4,4,5,1,1,2,2,2,1,1,4,5,2,5,5,2,4,4,5,4,2,5,5,2,2,5,1,2,1,4,1,3,5,5,2,4,2,2,5,4
